object_id,bc_cluster,bc_cluster_bc_names,called_barcodes,bc_016,bc_040,bc_052,bc_092,bc_093,cluster_bc_count,nonzero_cluster_bc_count
33958,355.0,bc_040-bc_048-bc_052-bc_060-bc_092-bc_093,"['bc_040', 'bc_048', 'bc_052', 'bc_060', 'bc_092', 'bc_093']",2.0,12.0,6.0,3.0,23.0,46.0,5
33966,194.0,bc_040-bc_052-bc_093,"['bc_016', 'bc_024', 'bc_040', 'bc_052', 'bc_092', 'bc_093']",3.0,29.0,23.0,7.0,6.0,68.0,5
33970,1594.0,bc_004-bc_040-bc_041-bc_048-bc_093,"['bc_004', 'bc_040', 'bc_041', 'bc_048', 'bc_052', 'bc_093']",0.0,22.0,3.0,2.0,16.0,43.0,4
33990,31.0,bc_016-bc_040-bc_052-bc_092-bc_093,"['bc_004', 'bc_009', 'bc_040', 'bc_048', 'bc_052', 'bc_093']",0.0,40.0,33.0,1.0,50.0,124.0,4
34002,165.0,bc_024-bc_048-bc_060,"['bc_024', 'bc_040', 'bc_041', 'bc_048', 'bc_052', 'bc_060']",0.0,3.0,6.0,0.0,2.0,11.0,3
34043,355.0,bc_040-bc_048-bc_052-bc_060-bc_092-bc_093,"['bc_040', 'bc_048', 'bc_052', 'bc_092', 'bc_093']",0.0,9.0,4.0,5.0,4.0,22.0,4
34059,194.0,bc_040-bc_052-bc_093,"['bc_009', 'bc_016', 'bc_040', 'bc_052', 'bc_093']",3.0,16.0,19.0,0.0,6.0,44.0,4
34121,20.0,bc_004-bc_041-bc_077,"['bc_004', 'bc_040', 'bc_041', 'bc_048', 'bc_052', 'bc_060', 'bc_077', 'bc_093']",2.0,8.0,5.0,1.0,7.0,23.0,5
34141,31.0,bc_016-bc_040-bc_052-bc_092-bc_093,"['bc_009', 'bc_016', 'bc_040', 'bc_048', 'bc_052', 'bc_092', 'bc_093']",4.0,15.0,12.0,9.0,11.0,51.0,5
34142,194.0,bc_040-bc_052-bc_093,"['bc_040', 'bc_052']",2.0,14.0,8.0,0.0,1.0,25.0,4
34151,2848.0,bc_004-bc_024-bc_040-bc_041-bc_052-bc_093,"['bc_004', 'bc_024', 'bc_040', 'bc_041', 'bc_052', 'bc_093']",1.0,5.0,3.0,0.0,3.0,12.0,4
34160,898.0,bc_016-bc_040-bc_093,"['bc_016', 'bc_024', 'bc_035', 'bc_040', 'bc_048', 'bc_087']",6.0,21.0,1.0,2.0,1.0,31.0,5
34184,355.0,bc_040-bc_048-bc_052-bc_060-bc_092-bc_093,"['bc_004', 'bc_040', 'bc_041', 'bc_048', 'bc_052', 'bc_060', 'bc_092', 'bc_093']",0.0,18.0,7.0,6.0,25.0,56.0,4
34203,31.0,bc_016-bc_040-bc_052-bc_092-bc_093,"['bc_004', 'bc_024', 'bc_040', 'bc_052', 'bc_092', 'bc_093']",2.0,16.0,15.0,23.0,24.0,80.0,5
34271,1096.0,bc_004-bc_040-bc_041-bc_048-bc_052-bc_092-bc_093,"['bc_004', 'bc_024', 'bc_040', 'bc_041', 'bc_052', 'bc_067', 'bc_092']",0.0,8.0,14.0,4.0,0.0,26.0,3
34336,648.0,bc_009,"['bc_009', 'bc_040', 'bc_052']",1.0,8.0,4.0,0.0,0.0,13.0,3
34547,132.0,bc_040-bc_092,"['bc_016', 'bc_040', 'bc_092', 'bc_093']",4.0,13.0,0.0,7.0,4.0,28.0,4
34627,132.0,bc_040-bc_092,"['bc_016', 'bc_024', 'bc_040', 'bc_048', 'bc_092', 'bc_093']",3.0,24.0,0.0,13.0,7.0,47.0,4
34764,2642.0,bc_024-bc_040-bc_052-bc_092-bc_093,"['bc_024', 'bc_040', 'bc_048', 'bc_052', 'bc_092', 'bc_093']",1.0,5.0,5.0,5.0,9.0,25.0,5
34772,31.0,bc_016-bc_040-bc_052-bc_092-bc_093,"['bc_040', 'bc_052', 'bc_092', 'bc_093']",0.0,6.0,3.0,3.0,6.0,18.0,4
34806,811.0,bc_004-bc_040-bc_041-bc_052-bc_092-bc_093,"['bc_004', 'bc_040', 'bc_041', 'bc_048', 'bc_052', 'bc_092', 'bc_093']",0.0,10.0,7.0,13.0,15.0,45.0,4
34866,132.0,bc_040-bc_092,"['bc_040', 'bc_092']",1.0,12.0,0.0,6.0,0.0,19.0,3
34872,1096.0,bc_004-bc_040-bc_041-bc_048-bc_052-bc_092-bc_093,"['bc_001', 'bc_004', 'bc_016', 'bc_040', 'bc_041', 'bc_048', 'bc_052', 'bc_060', 'bc_087', 'bc_092', 'bc_093']",4.0,16.0,23.0,12.0,24.0,79.0,5
35056,304.0,bc_024-bc_039-bc_040-bc_052-bc_093,"['bc_024', 'bc_039', 'bc_040', 'bc_052', 'bc_093']",1.0,5.0,8.0,1.0,12.0,27.0,5
35497,132.0,bc_040-bc_092,"['bc_016', 'bc_040', 'bc_048', 'bc_092']",5.0,23.0,2.0,14.0,0.0,44.0,4
35566,612.0,bc_024-bc_040-bc_092,"['bc_004', 'bc_024', 'bc_040', 'bc_041', 'bc_048', 'bc_092']",0.0,13.0,2.0,11.0,1.0,27.0,4
35642,132.0,bc_040-bc_092,"['bc_024', 'bc_040', 'bc_052', 'bc_060', 'bc_085', 'bc_087', 'bc_092']",2.0,20.0,9.0,13.0,1.0,45.0,5
35664,1950.0,bc_024-bc_029-bc_031-bc_040-bc_085-bc_087,"['bc_001', 'bc_024', 'bc_029', 'bc_031', 'bc_040', 'bc_052', 'bc_059', 'bc_085', 'bc_087']",1.0,7.0,3.0,1.0,0.0,12.0,4
