object_id,bc_cluster,bc_cluster_bc_names,called_barcodes,bc_016,bc_040,bc_052,bc_092,bc_093,cluster_bc_count,nonzero_cluster_bc_count
33729,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
33761,324.0,bc_048-bc_060,"['bc_004', 'bc_041', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
33798,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,1.0,0.0,0.0,1.0,1
33804,324.0,bc_048-bc_060,"['bc_048', 'bc_060', 'bc_093']",0.0,2.0,0.0,0.0,3.0,5.0,2
33818,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
33837,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
33870,20.0,bc_004-bc_041-bc_077,"['bc_004', 'bc_041', 'bc_077']",0.0,0.0,0.0,0.0,0.0,0.0,0
33871,31.0,bc_016-bc_040-bc_052-bc_092-bc_093,"['bc_016', 'bc_040', 'bc_048', 'bc_052', 'bc_060', 'bc_092', 'bc_093']",5.0,24.0,26.0,27.0,38.0,120.0,5
33922,539.0,bc_010-bc_048-bc_066,"['bc_006', 'bc_010', 'bc_048', 'bc_060', 'bc_066']",0.0,0.0,1.0,0.0,0.0,1.0,1
33990,31.0,bc_016-bc_040-bc_052-bc_092-bc_093,"['bc_004', 'bc_009', 'bc_040', 'bc_048', 'bc_052', 'bc_093']",0.0,40.0,33.0,1.0,50.0,124.0,4
33999,20.0,bc_004-bc_041-bc_077,"['bc_004', 'bc_041', 'bc_048', 'bc_077']",0.0,0.0,0.0,0.0,0.0,0.0,0
34004,20.0,bc_004-bc_041-bc_077,"['bc_004', 'bc_041', 'bc_048', 'bc_060', 'bc_077']",0.0,0.0,0.0,0.0,0.0,0.0,0
34006,324.0,bc_048-bc_060,"['bc_009', 'bc_024', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34010,324.0,bc_048-bc_060,"['bc_040', 'bc_048', 'bc_060']",1.0,7.0,0.0,0.0,1.0,9.0,3
34096,936.0,bc_001-bc_004-bc_048-bc_060,"['bc_001', 'bc_004', 'bc_048', 'bc_060', 'bc_084']",0.0,2.0,0.0,1.0,0.0,3.0,2
34105,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,1.0,0.0,0.0,2.0,3.0,2
34114,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34120,919.0,bc_004-bc_041-bc_048-bc_060,"['bc_004', 'bc_041', 'bc_048']",0.0,1.0,0.0,0.0,0.0,1.0,1
34127,20.0,bc_004-bc_041-bc_077,"['bc_004', 'bc_041', 'bc_048', 'bc_060', 'bc_077']",0.0,0.0,0.0,0.0,0.0,0.0,0
34157,360.0,bc_024,"['bc_024', 'bc_048']",0.0,0.0,1.0,0.0,0.0,1.0,1
34165,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",1.0,0.0,0.0,0.0,1.0,2.0,2
34220,324.0,bc_048-bc_060,"['bc_009', 'bc_048']",0.0,0.0,0.0,0.0,0.0,0.0,0
34231,1623.0,bc_009-bc_024-bc_048-bc_060,"['bc_009', 'bc_024', 'bc_048', 'bc_060']",0.0,1.0,0.0,0.0,0.0,1.0,1
34238,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34246,648.0,bc_009,"['bc_009', 'bc_048']",0.0,0.0,0.0,0.0,0.0,0.0,0
34255,538.0,bc_009,"['bc_001', 'bc_009']",0.0,0.0,0.0,0.0,0.0,0.0,0
34256,324.0,bc_048-bc_060,['bc_048'],0.0,0.0,0.0,0.0,0.0,0.0,0
34261,324.0,bc_048-bc_060,"['bc_009', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34277,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34290,196.0,bc_009-bc_048-bc_060,"['bc_009', 'bc_048']",0.0,0.0,0.0,0.0,0.0,0.0,0
34297,324.0,bc_048-bc_060,"['bc_001', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34329,196.0,bc_009-bc_048-bc_060,"['bc_009', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34364,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34365,360.0,bc_024,"['bc_024', 'bc_048', 'bc_060']",0.0,0.0,0.0,1.0,0.0,1.0,1
34386,20.0,bc_004-bc_041-bc_077,"['bc_004', 'bc_041', 'bc_048']",0.0,0.0,0.0,0.0,0.0,0.0,0
34391,324.0,bc_048-bc_060,"['bc_009', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34416,165.0,bc_024-bc_048-bc_060,"['bc_024', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34428,165.0,bc_024-bc_048-bc_060,"['bc_024', 'bc_048', 'bc_060']",0.0,0.0,1.0,1.0,0.0,2.0,2
34461,324.0,bc_048-bc_060,"['bc_009', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34492,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34503,648.0,bc_009,"['bc_009', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34518,919.0,bc_004-bc_041-bc_048-bc_060,"['bc_004', 'bc_024', 'bc_041', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,1.0,1.0,1
34546,20.0,bc_004-bc_041-bc_077,"['bc_004', 'bc_041', 'bc_048', 'bc_077']",0.0,0.0,0.0,0.0,0.0,0.0,0
34559,,,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34571,196.0,bc_009-bc_048-bc_060,"['bc_009', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34576,324.0,bc_048-bc_060,"['bc_009', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34600,352.0,bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34626,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34632,324.0,bc_048-bc_060,"['bc_024', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34685,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34702,648.0,bc_009,"['bc_009', 'bc_024']",0.0,0.0,0.0,0.0,0.0,0.0,0
34718,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34747,360.0,bc_024,['bc_024'],0.0,0.0,0.0,1.0,1.0,2.0,2
34763,324.0,bc_048-bc_060,"['bc_004', 'bc_041', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,1.0,1.0,1
34780,196.0,bc_009-bc_048-bc_060,"['bc_009', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34791,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34793,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34799,324.0,bc_048-bc_060,"['bc_024', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34813,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34829,165.0,bc_024-bc_048-bc_060,"['bc_024', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34830,648.0,bc_009,['bc_009'],0.0,0.0,0.0,0.0,0.0,0.0,0
34842,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34851,360.0,bc_024,"['bc_024', 'bc_048']",0.0,0.0,0.0,0.0,0.0,0.0,0
34855,360.0,bc_024,"['bc_024', 'bc_040', 'bc_048', 'bc_060']",1.0,3.0,2.0,2.0,2.0,10.0,5
34861,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34862,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34881,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34914,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34923,324.0,bc_048-bc_060,"['bc_009', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34926,165.0,bc_024-bc_048-bc_060,"['bc_024', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34928,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34938,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34941,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34953,,,['bc_060'],0.0,0.0,0.0,0.0,0.0,0.0,0
34958,324.0,bc_048-bc_060,"['bc_024', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34983,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
34989,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
35015,360.0,bc_024,"['bc_024', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
