object_id,bc_cluster,bc_cluster_bc_names,called_barcodes,bc_016,bc_040,bc_052,bc_092,bc_093,cluster_bc_count,nonzero_cluster_bc_count
33160,31.0,bc_016-bc_040-bc_052-bc_092-bc_093,"['bc_040', 'bc_092', 'bc_093']",2.0,4.0,0.0,4.0,9.0,19.0,4
33214,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
33239,31.0,bc_016-bc_040-bc_052-bc_092-bc_093,"['bc_009', 'bc_016', 'bc_040', 'bc_041', 'bc_052', 'bc_093']",4.0,32.0,42.0,1.0,34.0,113.0,5
33242,324.0,bc_048-bc_060,"['bc_004', 'bc_048', 'bc_060']",0.0,0.0,1.0,1.0,1.0,3.0,3
33249,,,[],0.0,0.0,1.0,0.0,0.0,1.0,1
33280,20.0,bc_004-bc_041-bc_077,"['bc_004', 'bc_041', 'bc_048', 'bc_060', 'bc_077']",0.0,0.0,0.0,0.0,0.0,0.0,0
33305,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0
33311,324.0,bc_048-bc_060,"['bc_004', 'bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
33333,20.0,bc_004-bc_041-bc_077,"['bc_004', 'bc_009', 'bc_041', 'bc_048', 'bc_052', 'bc_077']",0.0,2.0,3.0,0.0,1.0,6.0,3
33346,20.0,bc_004-bc_041-bc_077,"['bc_004', 'bc_024', 'bc_041', 'bc_048', 'bc_060', 'bc_077']",0.0,0.0,0.0,0.0,0.0,0.0,0
33353,20.0,bc_004-bc_041-bc_077,"['bc_004', 'bc_041', 'bc_077']",0.0,0.0,0.0,0.0,0.0,0.0,0
33366,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0
33369,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,1.0,0.0,0.0,1.0,1
33382,20.0,bc_004-bc_041-bc_077,"['bc_004', 'bc_040', 'bc_041', 'bc_048']",0.0,3.0,0.0,1.0,1.0,5.0,3
33386,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
33401,919.0,bc_004-bc_041-bc_048-bc_060,"['bc_004', 'bc_041', 'bc_048', 'bc_060', 'bc_077']",0.0,2.0,0.0,0.0,0.0,2.0,1
33470,20.0,bc_004-bc_041-bc_077,"['bc_004', 'bc_041', 'bc_077']",0.0,0.0,0.0,0.0,0.0,0.0,0
33476,324.0,bc_048-bc_060,"['bc_048', 'bc_060']",0.0,0.0,0.0,0.0,0.0,0.0,0
33482,31.0,bc_016-bc_040-bc_052-bc_092-bc_093,"['bc_016', 'bc_040', 'bc_048', 'bc_052', 'bc_092', 'bc_093']",4.0,16.0,16.0,9.0,13.0,58.0,5
